match_type,nct_id,pmid,doi,article_title
trial_reference_pmid,NCT05731570,39434179,10.1186/s13063-024-08554-3,Telehealth-delivered cognitive rehabilitation for people with cognitive impairment as part of the post-COVID syndrome: protocol for a randomised controlled trial as part of the CICERO (Cognitive Impairment in Long COVID: Phenotyping and Rehabilitation) study.
trial_reference_pmid,NCT06013072,39592468,10.1007/s00394-024-03546-0,"The effects of 3-month supplementation with synbiotic on patient-reported outcomes, exercise tolerance, and brain and muscle metabolism in adult patients with post-COVID-19 chronic fatigue syndrome (STOP-FATIGUE): a randomized Placebo-controlled clinical trial."
trial_reference_pmid,NCT04900961,35971155,10.1186/s13063-022-06632-y,Prevention and early treatment of the long-term physical effects of COVID-19 in adults: design of a randomised controlled trial of resistance exercise-CISCO-21.
trial_reference_pmid,NCT04900961,41213124,10.1001/jamanetworkopen.2025.34304,Resistance Exercise Therapy After COVID-19 Infection: A Randomized Clinical Trial.
trial_reference_pmid,NCT05196529,39374820,10.1016/j.resp.2024.104360,Inspiratory muscle training improves autonomic function in myalgic encephalomyelitis/chronic fatigue syndrome and post-acute sequelae of SARS-CoV-2: A pilot study.
trial_reference_pmid,NCT05619653,39481808,10.1016/j.jocmr.2024.101121,Design and rationale of MYOFLAME-19 randomised controlled trial: MYOcardial protection to reduce post-COVID inFLAMmatory heart disease using cardiovascular magnetic resonance Endpoints.
trial_reference_pmid,NCT05668039,34729276,10.7759/cureus.18398,Management of Long-COVID Postural Orthostatic Tachycardia Syndrome With Enhanced External Counterpulsation.
trial_reference_pmid,NCT05531019,32475821,10.1136/bjsports-2020-102596,The Stanford Hall consensus statement for post-COVID-19 rehabilitation.
trial_reference_pmid,NCT05178225,34273080,10.1007/s11356-021-15443-8,Spa therapy interventions for post respiratory rehabilitation in COVID-19 subjects: does the review of recent evidence suggest a role?
trial_reference_pmid,NCT05178225,36339707,10.3389/fmolb.2022.1016352,Reduced platelet mitochondrial respiration and oxidative phosphorylation in patients with post COVID-19 syndrome are regenerated after spa rehabilitation and targeted ubiquinol therapy.
trial_reference_pmid,NCT05121740,36909731,10.3389/fcimb.2023.1097809,Plitidepsin in adult patients with COVID-19 requiring hospital admission: A long-term follow-up analysis.
trial_reference_pmid,NCT05268523,38384879,10.3389/fpubh.2024.1106578,Self-managing symptoms of Long COVID: an education and strategies research protocol.
trial_reference_pmid,NCT06883513,35477524,10.1136/bmj-2022-070230,Development and validation of the symptom burden questionnaire for long covid (SBQ-LC): Rasch analysis.
trial_reference_pmid,NCT05630378,41415232,10.3389/fpubh.2025.1688592,Integrative multimodal treatment approach for patients suffering from Post-COVID syndrome: a study based on qualitative interviews with individuals participating in an 11-week day clinic program.
trial_reference_pmid,NCT06492798,35107300,10.1128/cmr.00188-21,SARS-CoV-2 Infection and Lung Regeneration.
trial_reference_pmid,NCT06492798,35313959,10.1186/s13287-022-02796-1,Safety and long-term improvement of mesenchymal stromal cell infusion in critically COVID-19 patients: a randomized clinical trial.
trial_reference_pmid,NCT06294756,34273080,10.1007/s11356-021-15443-8,Spa therapy interventions for post respiratory rehabilitation in COVID-19 subjects: does the review of recent evidence suggest a role?
trial_reference_pmid,NCT06294756,36639608,10.1038/s41579-022-00846-2,"Long COVID: major findings, mechanisms and recommendations."
trial_reference_pmid,NCT06294756,32710297,10.1007/s00484-020-01962-5,Respiratory rehabilitation for post-COVID19 patients in spa centers: first steps from theory to practice.
trial_reference_pmid,NCT06739720,41558017,10.2196/82633,Effectiveness and Safety of a Supplement Containing a Pharmacologically Active Basidiomycete Mushroom for Chronic Fatigue and Post-COVID-19 Fatigue Syndrome: Protocol for a Randomized Controlled Trial.
trial_reference_pmid,NCT05445921,34265229,10.1177/01410768211032850,"Symptoms, complications and management of long COVID: a review."
trial_reference_pmid,NCT05556733,38908733,10.1016/j.cgh.2024.06.004,Fecal Microbiota Transplantation for Sleep Disturbance in Post-acute COVID-19 Syndrome.
trial_reference_pmid,NCT05556733,33692530,10.1038/s41591-021-01292-y,Attributes and predictors of long COVID.
trial_reference_pmid,NCT05765591,39905419,10.1186/s12906-025-04784-3,Balneotherapy for the treatment of post-COVID syndrome: a randomized controlled trial.
trial_reference_pmid,NCT05890599,41130694,10.1136/bmjopen-2025-107840,Yoga versus health education for persistent fatigue in patients with post-COVID-19 syndrome: protocol for a multicentre randomised controlled trial.
trial_reference_pmid,NCT05857124,41768981,10.1016/j.eclinm.2025.103730,Photobiomodulation for cognitive dysfunction (Brain Fog) in post-COVID-19 condition: a randomized double-blind sham-controlled pilot trial.
trial_reference_pmid,NCT06305806,41720282,10.1016/j.ahj.2026.107384,Design and rationale of RECOVER-AUTONOMIC: A randomized platform trial evaluating interventions for Long COVID postural orthostatic tachycardia syndrome.
trial_reference_pmid,NCT05852873,41199272,10.1186/s13063-025-09226-6,Randomized trial of nirmatrelvir/ritonavir versus placebo for adults with acute COVID-19 to prevent long COVID: PanoramicNOR Trial.
trial_reference_pmid,NCT05852873,35474749,10.1016/j.xcrm.2022.100552,Long COVID: A growing problem in need of intervention.
trial_reference_pmid,NCT04592354,35764955,10.1186/s12967-022-03488-3,Oxaloacetate Treatment For Mental And Physical Fatigue In Myalgic Encephalomyelitis/Chronic Fatigue Syndrome (ME/CFS) and Long-COVID fatigue patients: a non-randomized controlled clinical trial.
trial_reference_pmid,NCT04924881,36687403,10.3389/fmed.2022.990639,"Chinese medicine for residual symptoms of COVID-19 recovered patients (long COVID)-A double-blind, randomized, and placebo-controlled clinical trial protocol."
trial_reference_pmid,NCT06940609,36947108,10.7554/elife.86002,Pathogenic mechanisms of post-acute sequelae of SARS-CoV-2 infection (PASC).
trial_reference_pmid,NCT06940609,36610206,10.1016/j.ajp.2022.103438,Real world research on transcranial magnetic stimulation treatment strategies for neuropsychiatric symptoms with long-COVID in Japan.
trial_reference_pmid,NCT06940609,36861061,10.2490/prm.20230004,Effect of Repetitive Transcranial Magnetic Stimulation on Long Coronavirus Disease 2019 with Fatigue and Cognitive Dysfunction.
trial_reference_pmid,NCT06940609,35477524,10.1136/bmj-2022-070230,Development and validation of the symptom burden questionnaire for long covid (SBQ-LC): Rasch analysis.
trial_reference_pmid,NCT06940609,34119855,10.1016/j.psyneuen.2021.105295,Interleukin-6 as potential mediator of long-term neuropsychiatric symptoms of COVID-19.
trial_reference_pmid,NCT05130736,36012033,10.3390/ijerph191610398,Application of an EMG-Rehabilitation Robot in Patients with Post-Coronavirus Fatigue Syndrome (COVID-19)-A Feasibility Study.
trial_reference_pmid,NCT05841498,34454716,10.1016/j.mayocp.2021.07.004,Myalgic Encephalomyelitis/Chronic Fatigue Syndrome: Essentials of Diagnosis and Management.
trial_reference_pmid,NCT05841498,40176165,10.1186/s13063-025-08825-7,Immunoadsorption study Mainz in adults with post-COVID syndrome (IAMPOCO)-a single-blinded sham-controlled crossover trial to evaluate the effect of immunoadsorption on post-COVID syndrome.
trial_reference_pmid,NCT05445830,38573638,10.1001/jamanetworkopen.2024.4386,Functional Limitations and Exercise Intolerance in Patients With Post-COVID Condition: A Randomized Crossover Clinical Trial.
trial_reference_pmid,NCT05445830,41030235,10.1002/jcsm.70085,Muscle Abnormalities in Nonhospitalised Patients With Post-COVID-19 Condition.
trial_reference_pmid,NCT05855356,35853576,10.1016/j.hrthm.2022.07.014,Postural orthostatic tachycardia syndrome as a sequela of COVID-19.
trial_reference_pmid,NCT05855356,32145864,10.1016/j.cjca.2019.12.024,Canadian Cardiovascular Society Position Statement on Postural Orthostatic Tachycardia Syndrome (POTS) and Related Disorders of Chronic Orthostatic Intolerance.
trial_reference_pmid,NCT05855356,35743774,10.3390/jpm12060987,The Greek Collaborative Long COVID Study: Non-Hospitalized and Hospitalized Patients Share Similar Symptom Patterns.
trial_reference_pmid,NCT05244044,41253410,10.1136/bmjresp-2025-003653,Improved functional exercise capacity after primary care pulmonary rehabilitation in patients with long COVID (PuRe-COVID): a pragmatic randomised controlled trial.
trial_reference_pmid,NCT05244044,37270195,10.1136/bmjopen-2022-071098,"Randomised, controlled, open-label pragmatic trial evaluating changes in functional exercise capacity after primary care PUlmonary REhabilitation in patients with long COVID: protocol of the PuRe-COVID trial in Belgium."
trial_reference_pmid,NCT05419219,35296042,10.3389/fpubh.2022.827645,A Call to Use the Multicomponent Exercise Tai Chi to Improve Recovery From COVID-19 and Long COVID.
trial_reference_pmid,NCT03105713,36973815,10.1186/s40814-023-01277-3,Feasibility of implementing a surgical patient safety checklist: prospective cross-sectional evaluation.
trial_reference_pmid,NCT03105713,41047253,10.1136/bmjopen-2025-105554,Surgical patients' experiences with the Patients' Safety Checklist (PASC): a qualitative interview study.
trial_reference_pmid,NCT03105713,38625912,10.1371/journal.pone.0299305,Is self-screening for 'at risk of malnutrition' feasible in a home setting?
trial_reference_pmid,NCT06091280,37132243,10.1177/10547738231170496,Home-Based Pilot Pulmonary Program for Dyspneic Patients Post-COVID-19.
trial_reference_pmid,NCT06091280,40995943,10.1177/10547738251371244,Inspiratory and Expiratory Muscle Strength Training for Persistent Dyspnea in Post-COVID-19.
trial_reference_pmid,NCT04705831,41281561,10.3389/fneur.2025.1523814,"Does C1 esterase inhibitor play a role in post COVID-19 neurological symptoms? A randomized, double-blind, placebo-controlled, crossover, proof-of-concept study."
trial_reference_pmid,NCT05205460,38824899,10.1016/j.rehab.2024.101853,Effectiveness of a 12-week telerehabilitation training in people with long COVID: A randomized controlled trial.
trial_reference_pmid,NCT07380152,34099197,10.1016/j.ijtb.2020.11.003,Post covid 19 pulmonary fibrosis. Is it real threat?
trial_reference_pmid,NCT05398692,39337079,10.3390/jcm13185590,"A Pilot Study on the Effects of Exercise Training on Cardiorespiratory Performance, Quality of Life, and Immunologic Variables in Long COVID."
trial_reference_pmid,NCT05398692,41588020,10.1038/s41598-025-23760-y,Serum extracellular vesicle RNA profiles in long COVID: insights from exercise-induced gene modulation.
trial_reference_pmid,NCT06054438,35603810,10.1002/jmv.27878,The modified COVID-19 Yorkshire Rehabilitation Scale (C19-YRSm) patient-reported outcome measure for Long Covid or Post-COVID-19 syndrome.
trial_reference_pmid,NCT06156176,41213692,10.1136/bmjopen-2025-102112,Pursuing Reduction in Fatigue After COVID-19 via Exercise and Rehabilitation (PREFACER): a protocol for a randomised feasibility trial.
trial_reference_pmid,NCT06156241,33391730,10.12688/f1000research.27287.2,'The long tail of Covid-19' - The detection of a prolonged inflammatory response after a SARS-CoV-2 infection in asymptomatic and mildly affected patients.
trial_reference_pmid,NCT06156241,34265229,10.1177/01410768211032850,"Symptoms, complications and management of long COVID: a review."
trial_reference_pmid,NCT06156241,33764478,10.2340/16501977-2818,Assessment of rehabilitation needs in patients after COVID-19: Development of the COVID-19-rehabilitation needs survey.
trial_reference_pmid,NCT05196451,39699896,10.1001/jamanetworkopen.2024.50744,Brief Outpatient Rehabilitation Program for Post-COVID-19 Condition: A Randomized Clinical Trial.
trial_reference_pmid,NCT06156202,40894014,10.21203/rs.3.rs-7375832/v1,Evaluating a Comprehensive Multimodal Outpatient Rehabilitation Program to Improve the Functioning of Persons Suffering from Post-acute Sequelae of SARS-CoV-2 infection (PASC): A Randomized Controlled Trial.
trial_reference_pmid,NCT05077241,37141260,10.1371/journal.pone.0279310,Efficacy of home-based inspiratory muscle training in patients post-covid-19: Protocol for a randomized clinical trial.
trial_reference_pmid,NCT06978582,41373279,10.3390/healthcare13233062,Safety and Effectiveness of an Exercise-Based Telerehabilitation Program in Myalgic Encephalomyelitis and Post COVID Syndrome: Protocol for a Randomized Controlled Clinical Trial.
trial_reference_pmid,NCT05675995,41316170,10.1186/s12906-025-05161-w,Experiences with Qi and changes in post-acute sequelae of COVID-19 (PASC) symptoms with qigong: a qualitative analysis of participants' experiences in a pilot clinical trial.
trial_reference_pmid,NCT04593225,38127508,10.1037/hea0001346,Effectiveness of an online multicomponent program (FATIGUEWALK) for chronic fatigue syndrome: A randomized controlled trial.
trial_reference_pmid,NCT05035628,38917451,10.1097/phm.0000000000002559,Effects of Cardiopulmonary Rehabilitation on Cardiorespiratory Fitness and Clinical Symptom Burden in Long COVID: Results From the COVID-Rehab Randomized Controlled Trial.
trial_reference_pmid,NCT05035628,35409815,10.3390/ijerph19074133,Cardiopulmonary Rehabilitation in Long-COVID-19 Patients with Persistent Breathlessness and Fatigue: The COVID-Rehab Study.
trial_reference_pmid,NCT05035628,38607276,10.1080/09602011.2024.2338613,"Cardiopulmonary rehabilitation's influence on cognitive functions, psychological state, and sleep quality in long COVID-19 patients: A randomized controlled trial."
trial_reference_pmid,NCT06535165,39571342,10.1016/j.clnu.2024.11.023,Beetroot juice intake positively influenced gut microbiota and inflammation but failed to improve functional outcomes in adults with long COVID: A pilot randomized controlled trial.
trial_reference_pmid,NCT05808400,35216672,10.1016/j.cell.2022.01.014,Multiple early factors anticipate post-acute COVID-19 sequelae.
trial_reference_pmid,NCT05808400,36639608,10.1038/s41579-022-00846-2,"Long COVID: major findings, mechanisms and recommendations."
trial_reference_pmid,NCT06128967,41911553,10.7326/annals-25-03959,The Effect of Fluvoxamine and Metformin for Fatigue in Patients With Long COVID : An Adaptive Randomized Trial.
trial_reference_pmid,NCT07019519,31412221,10.1146/annurev-med-041818-011630,Postural Orthostatic Tachycardia Syndrome: Mechanisms and New Therapies.
trial_reference_pmid,NCT05167227,37573421,10.1186/s13063-023-07550-3,"A technology-enabled multi-disciplinary team-based care model for the management of Long COVID and other fatiguing illnesses within a federally qualified health center: protocol for a two-arm, single-blind, pragmatic, quality improvement professional cluster randomized controlled trial."
trial_reference_pmid,NCT05848518,38102536,10.1186/s12877-023-04544-3,"Effect of different types of supervised exercise programs on cardiorespiratory and muscular fitness, pain, fatigue, mental health and inflammatory and oxidative stress biomarkers in older patients with post-COVID-19 sequelae ""EJerSA-COVID-19"": a randomized controlled trial."
trial_reference_pmid,NCT05668091,40188838,10.1016/s1473-3099(25)00073-8,"Nirmatrelvir-ritonavir versus placebo-ritonavir in individuals with long COVID in the USA (PAX LC): a double-blind, randomised, placebo-controlled, phase 2, decentralised trial."
trial_reference_pmid,NCT07454395,35526605,10.1016/j.chest.2022.04.146,"Neurovascular Dysregulation and Acute Exercise Intolerance in Myalgic Encephalomyelitis/Chronic Fatigue Syndrome: A Randomized, Placebo-Controlled Trial of Pyridostigmine."
trial_reference_pmid,NCT07454395,38930014,10.3390/jcm13123486,Assessing Functional Capacity in Myalgic Encephalopathy/Chronic Fatigue Syndrome: A Patient-Informed Questionnaire.
trial_reference_pmid,NCT07454395,38887284,10.3389/fimmu.2024.1386607,Myalgic Encephalomyelitis/Chronic Fatigue Syndrome: the biology of a neglected disease.
trial_reference_pmid,NCT07454395,41132394,10.3389/fdgth.2025.1662255,Wearable technology in the management of complex chronic illness: preliminary survey results on self-reported outcomes.
trial_reference_pmid,NCT05554107,40588382,10.1136/bmjopen-2024-097057,Assessing symptom improvement in patients with postural orthostatic tachycardia syndrome (POTS) following a 16-week structured exercise programme: a protocol for a randomised cross-over trial in a clinical outpatient setting.
trial_reference_pmid,NCT05764070,35236727,10.1183/13993003.03101-2021,Inspiratory muscle training enhances recovery post-COVID-19: a randomised controlled trial.
trial_reference_pmid,NCT05682560,41625963,10.1016/j.eclinm.2025.103737,"REGENECYTE cord blood cell therapy in post-COVID syndrome: a phase IIa randomized, placebo-controlled trial."
trial_reference_pmid,NCT04510194,38690892,10.1093/cid/ciae159,"Favorable Antiviral Effect of Metformin on SARS-CoV-2 Viral Load in a Randomized, Placebo-Controlled Clinical Trial of COVID-19."
trial_reference_pmid,NCT04510194,37302406,10.1016/s1473-3099(23)00299-2,"Outpatient treatment of COVID-19 and incidence of post-COVID-19 condition over 10 months (COVID-OUT): a multicentre, randomised, quadruple-blind, parallel-group, phase 3 trial."
trial_reference_pmid,NCT05932797,37113165,10.3389/fpubh.2023.1140353,The role of machine learning in health policies during the COVID-19 pandemic and in long COVID management.
trial_reference_pmid,NCT06305780,41720282,10.1016/j.ahj.2026.107384,Design and rationale of RECOVER-AUTONOMIC: A randomized platform trial evaluating interventions for Long COVID postural orthostatic tachycardia syndrome.
trial_reference_pmid,NCT05040893,41132192,10.1002/hsr2.71367,Individually Tailored Physiotherapy in Persons With Respiratory Symptoms Related to Post-Acute Sequelae of COVID-19: A Feasibility Study With Mixed Methods.
trial_reference_pmid,NCT05199233,40071827,10.1177/21501319251325639,Using a Wearable Brain Activity Sensing Device in the Treatment of Long COVID Symptoms in an Open-Label Clinical Trial.
trial_reference_pmid,NCT05404672,31743851,10.1016/j.autneu.2019.102601,Breathlessness and dysfunctional breathing in patients with postural orthostatic tachycardia syndrome (POTS): The impact of a physiotherapy intervention.
trial_reference_pmid,NCT05404672,32145864,10.1016/j.cjca.2019.12.024,Canadian Cardiovascular Society Position Statement on Postural Orthostatic Tachycardia Syndrome (POTS) and Related Disorders of Chronic Orthostatic Intolerance.
trial_reference_pmid,NCT05918965,35726132,10.1080/03007995.2022.2081454,Sex differences in sequelae from COVID-19 infection and in long COVID syndrome: a review.
trial_reference_pmid,NCT05669261,33342437,10.1186/s12913-020-06001-y,"Persistent symptoms after Covid-19: qualitative study of 114 ""long Covid"" patients and draft quality principles for services."
trial_reference_pmid,NCT05445531,40495009,10.1007/s00431-025-06245-y,Light at the end of the tunnel? Follow-up of cardiopulmonary function in children with post-COVID-19.
trial_reference_pmid,NCT05279430,36549786,10.1136/bmjresp-2022-001439,Effect of a home-based inspiratory muscle training programme on functional capacity in postdischarged patients with long COVID: the InsCOVID trial.
trial_reference_pmid,NCT05279430,35790316,10.1136/bmjresp-2022-001255,Effect of a home-based inspiratory muscular training programme on functional capacity in patients with chronic COVID-19 after a hospital discharge: protocol for a randomised control trial (InsCOVID trial).
trial_reference_pmid,NCT07280572,41715140,10.1186/s13063-026-09570-1,The RECLAIM adaptive platform trial for the evaluation of treatments for post-COVID condition in the Netherlands: core protocol.
trial_reference_pmid,NCT06666153,36556158,10.3390/jcm11247542,Post-Transplant Lymphoproliferative Disease (PTLD) after Allogeneic Hematopoietic Stem Cell Transplantation: Biology and Treatment Options.
trial_reference_pmid,NCT06633666,33692530,10.1038/s41591-021-01292-y,Attributes and predictors of long COVID.
trial_reference_pmid,NCT05664711,32247028,10.1016/j.autrev.2020.102527,A Unifying Hypothesis of the Pathophysiology of Myalgic Encephalomyelitis/Chronic Fatigue Syndrome (ME/CFS): Recognitions from the finding of autoantibodies against ß2-adrenergic receptors.
trial_reference_pmid,NCT05664711,31830003,10.1172/jci132185,Myalgic encephalomyelitis/chronic fatigue syndrome patients exhibit altered T cell metabolism and cytokine associations.
trial_reference_pmid,NCT06821087,36639608,10.1038/s41579-022-00846-2,"Long COVID: major findings, mechanisms and recommendations."
trial_reference_pmid,NCT06821087,36946597,10.4088/jcp.22r14494,"Beyond ""Psychotropic"": Repurposing Psychiatric Drugs for COVID-19, Alzheimer's Disease, and Cancer."
trial_reference_pmid,NCT06821087,37937672,10.1002/pmrj.13085,Multi-disciplinary collaborative consensus guidance statement on the assessment and treatment of mental health symptoms in patients with post-acute sequelae of SARS-CoV-2 infection (PASC).
trial_reference_pmid,NCT06821087,34346558,10.1002/pmrj.12684,Multidisciplinary collaborative consensus guidance statement on the assessment and treatment of fatigue in postacute sequelae of SARS-CoV-2 infection (PASC) patients.
trial_reference_pmid,NCT06821087,36169154,10.1002/pmrj.12894,Multi-disciplinary collaborative consensus guidance statement on the assessment and treatment of autonomic dysfunction in patients with post-acute sequelae of SARS-CoV-2 infection (PASC).
trial_reference_pmid,NCT06821087,36989078,10.1002/pmrj.12976,Multidisciplinary collaborative consensus guidance statement on the assessment and treatment of neurologic sequelae in patients with post‐acute sequelae of <scp>SARS‐CoV</scp>‐2 infection (<scp>PASC</scp>)
trial_reference_pmid,NCT06137716,38541769,10.3390/jcm13061543,Tackling Post-COVID-19 Rehabilitation Challenges: A Pilot Clinical Trial Investigating the Role of Robotic-Assisted Hand Rehabilitation.
trial_reference_pmid,NCT05047952,33692530,10.1038/s41591-021-01292-y,Attributes and predictors of long COVID.
trial_reference_pmid,NCT05047952,38520501,10.1007/s12325-024-02826-9,"Assessing the Effects of Metabolic Disruption, Body Mass Index and Inflammation on Depressive Symptoms in Post-COVID-19 Condition: A Randomized Controlled Trial on Vortioxetine."
trial_reference_pmid,NCT05047952,38954402,10.1080/03007995.2024.2374510,Relationship between anhedonia and psychosocial functioning in post-COVID-19 condition: a post-hoc analysis.
trial_reference_pmid,NCT05047952,38114867,10.1007/s12325-023-02760-2,Impact of Elevated Body Mass Index (BMI) on Hedonic Tone in Persons with Post-COVID-19 Condition: A Secondary Analysis.
trial_reference_pmid,NCT05047952,38424537,10.1186/s12991-024-00494-1,"Impacts of metabolic disruption, body mass index and inflammation on cognitive function in post-COVID-19 condition: a randomized controlled trial on vortioxetine."
trial_reference_pmid,NCT05047952,38860901,10.1080/03007995.2024.2360647,Association between fatigue and depressive symptoms in persons with post-COVID-19 condition: a post hoc analysis.
trial_reference_pmid,NCT04622293,40958377,10.1177/02698811251368371,Solriamfetol improves daily fatigue symptoms in adults with myalgic encephalomyelitis/chronic fatigue syndrome after 8 weeks of treatment.
trial_reference_pmid,NCT07278206,31483181,10.1080/00207454.2019.1663189,Is the efficacy of repetitive transcranial magnetic stimulation influenced by baseline severity of fatigue symptom in patients with myalgic encephalomyelitis.
trial_reference_pmid,NCT07278206,36861061,10.2490/prm.20230004,Effect of Repetitive Transcranial Magnetic Stimulation on Long Coronavirus Disease 2019 with Fatigue and Cognitive Dysfunction.
trial_reference_pmid,NCT07278206,36693536,10.1016/j.brs.2023.01.1672,Non-invasive brain stimulation for fatigue in post-acute sequelae of SARS-CoV-2 (PASC).
trial_reference_pmid,NCT05840237,35764955,10.1186/s12967-022-03488-3,Oxaloacetate Treatment For Mental And Physical Fatigue In Myalgic Encephalomyelitis/Chronic Fatigue Syndrome (ME/CFS) and Long-COVID fatigue patients: a non-randomized controlled clinical trial.
trial_reference_pmid,NCT05532904,41413915,10.1186/s40359-025-03820-8,"Cognitive behavioral therapy, exercise training, and cognitive remediation for patients with post-COVID-19 condition: protocol of an open-label randomized controlled trial."
trial_reference_pmid,NCT04652518,40692836,10.1183/23120541.01142-2024,Deupirfenidone (LYT-100) in post-acute sequelae of SARS-CoV-2 with respiratory complications.
trial_reference_pmid,NCT05911906,42063202,10.1186/s40814-026-01823-9,"An open-label, clinical feasibility study of the efficacy of Remdesivir for Long-COVID."
trial_reference_pmid,NCT05676008,40355653,10.1038/s41598-025-96555-w,Awe reduces depressive symptoms and improves well-being in a randomized-controlled clinical trial.
trial_reference_pmid,NCT06214455,40730806,10.1038/s41598-025-07461-0,Intermittent fasting and a no-sugar diet for Long COVID symptoms: a randomized crossover trial.
trial_reference_pmid,NCT05204550,34635560,10.1212/wnl.0000000000012931,"Autoimmune Encephalitis After SARS-CoV-2 Infection: Case Frequency, Findings, and Outcomes."
trial_reference_pmid,NCT05576662,40810942,10.1001/jamanetworkopen.2025.26901,Digital Biometric Measures in Long COVID: A Secondary Analysis of the STOP-PASC Randomized Clinical Trial.
trial_reference_pmid,NCT05576662,38848477,10.1001/jamainternmed.2024.2007,Nirmatrelvir-Ritonavir and Symptoms in Adults With Postacute Sequelae of SARS-CoV-2 Infection: The STOP-PASC Randomized Clinical Trial.
trial_reference_pmid,NCT04158427,37516837,10.1186/s12967-023-04227-y,"Randomized, double-blinded, placebo-controlled pilot study: efficacy of faecal microbiota transplantation on chronic fatigue syndrome."
trial_reference_pmid,NCT06108297,39356507,10.1001/jamanetworkopen.2024.36874,Lithium Aspartate for Long COVID Fatigue and Cognitive Dysfunction: A Randomized Clinical Trial.
trial_reference_pmid,NCT05216549,36361362,10.3390/ijerph192114476,Water-Based and Land-Based Exercise for Children with Post-COVID-19 Condition (postCOVIDkids)-Protocol for a Randomized Controlled Trial.
trial_reference_pmid,NCT05566379,33692530,10.1038/s41591-021-01292-y,Attributes and predictors of long COVID.
trial_reference_pmid,NCT05566379,34821709,10.3390/jcdd8110156,Post-Acute Sequelae of COVID-19 and Cardiovascular Autonomic Dysfunction: What Do We Know?
trial_reference_pmid,NCT06635928,40120538,10.1016/j.sleep.2025.03.003,Assessing fatigue in myalgic encephalomyelitis/chronic fatigue syndrome patients before and after treatment with bright light therapy: A prospective randomized controlled crossover study.
trial_reference_pmid,NCT06974058,35571085,10.3389/fphar.2022.899198,Oxidative Stress and Hyper-Inflammation as Major Drivers of Severe COVID-19 and Long COVID: Implications for the Benefit of High-Dose Intravenous Vitamin C.
trial_reference_pmid,NCT05152849,37223439,10.1016/j.eclinm.2023.101946,"Efficacy and tolerability of an endogenous metabolic modulator (AXA1125) in fatigue-predominant long COVID: a single-centre, double-blind, randomised controlled phase 2a pilot study."
trial_reference_pmid,NCT06496087,35727534,10.1007/s40263-022-00931-3,"Post-COVID-19 Depressive Symptoms: Epidemiology, Pathophysiology, and Pharmacological Treatment."
trial_reference_pmid,NCT05961462,39363376,10.1186/s13063-024-08473-3,Effects of aerobic training on cardiopulmonary fitness in patients with long COVID-19: a randomized controlled trial.
trial_reference_pmid,NCT05961462,36111386,10.1111/sms.14240,Rehabilitation for post-COVID-19 condition through a supervised exercise intervention: A randomized controlled trial.
trial_reference_pmid,NCT04977388,42016919,10.1016/j.eclinm.2026.103898,Safety and efficacy of droxidopa for dysautonomia in adults with Menkes disease and occipital horn syndrome in the USA: a randomised phase 1/2a crossover trial.
trial_reference_pmid,NCT06063031,40299883,10.1371/journal.pone.0321811,ARACOV-02. Specialized nutritional intervention and telerehabilitation in patients with long COVID: Protocol of a randomized controlled trial.
trial_reference_pmid,NCT05753202,40702022,10.1038/s41598-025-09772-8,A randomized comparative feasibility study of neuromodulation and cognitive training for post-COVID fatigue.
trial_reference_pmid,NCT04532827,38878337,10.1016/j.jpsychores.2024.111830,Online acceptance and commitment therapy (iACT) for adults with persistent physical symptoms - 3-month follow-up study of a randomized controlled trial.
trial_reference_pmid,NCT04532827,36687807,10.3389/fpsyg.2022.923532,A randomized controlled trial protocol for persistent physical symptoms associated with indoor environment or chronic fatigue: Effectiveness of video-based functional case conceptualization and web-program for improving quality of life.
trial_reference_pmid,NCT05195099,38752418,10.1177/14799731241255967,Effects of a respiratory and neurological rehabilitation treatment plan in post Covid-19 affected university students. Randomized clinical study.
trial_reference_pmid,NCT06437210,33692530,10.1038/s41591-021-01292-y,Attributes and predictors of long COVID.
trial_reference_pmid,NCT06166030,36011562,10.3390/ijerph19169915,Long-Term Health Symptoms and Sequelae Following SARS-CoV-2 Infection: An Evidence Map.
trial_reference_pmid,NCT04794036,35853037,10.1371/journal.pone.0270766,Efficacy of an asynchronous telerehabilitation program in post-COVID-19 patients: A protocol for a pilot randomized controlled trial.
trial_reference_pmid,NCT04794036,40302157,10.1111/hex.70283,Perceptions and Experiences of a Multimodal Rehabilitation Program for People With Post-Acute COVID-19: A Qualitative Study.
trial_reference_pmid,NCT04794036,38710426,10.1016/j.apmr.2024.04.014,"An Opportunity for Management of Fatigue, Physical Condition, and Quality of Life Through Asynchronous Telerehabilitation in Patients After Acute Coronavirus Disease 2019: A Randomized Controlled Pilot Study."
trial_reference_pmid,NCT04657484,34887325,10.1183/13993003.02930-2021,"High-dose versus low-dose prednisolone in symptomatic patients with post-COVID-19 diffuse parenchymal lung abnormalities: an open-label, randomised trial (the COLDSTER trial)."
trial_reference_pmid,NCT05676047,33692530,10.1038/s41591-021-01292-y,Attributes and predictors of long COVID.
trial_reference_pmid,NCT05676047,33342437,10.1186/s12913-020-06001-y,"Persistent symptoms after Covid-19: qualitative study of 114 ""long Covid"" patients and draft quality principles for services."
trial_reference_pmid,NCT05676047,33568362,10.1136/bmj.n405,Long covid: WHO calls on countries to offer patients more rehabilitation.
